"language","text"
"English","9st, alcohol units 5 (drowning sorrows), cigarettes 23 (fumigating sorrows), calories 3856 (smothering sorrows in fat-duvet)."
"English","Awake, alone, to find myself imagining my mother in bed with Julio Consumed with repulsion at vision of parental, or rather demi-parental sex; outrage on behalf of father; heady, selfish optimism at example of another thirty years of unbridled passion ahead of me (not unrelated to frequent thoughts of Goldie Hawn and Susan Sarandon); but mainly extreme sense of jealousy of failure and foolishness at being in bed alone on Sunday morning while my mother aged over sixty is probably just about to do it for the second ."
"English","Saturday 4 March"
"English","9st (what is point of dieting for whole of Feb when end up exactly same weight at start of March as start of Feb?"
"English","Am going to stop getting weighed and counting things every day as no sodding point)."
"English","My mother has become a force I no longer recognize."
"English","She burst into my flat this morning as I sat slumped in my dressing gown, sulkily painting my toenails and watching the preamble to the racing."
"English","she trilled, flinging an armful of carrier bags down and heading for my bedroom."
"English","Minutes later, in a fit of mild curiosity, I slobbed after her to see what she was doing."
"English","She was sitting in front of the mirror in an expensive-looking coffee-colored bra-slip, mascara-ing her eyelashes with her mouth wide open (necessity of open mouth during mascara application great unexplained mystery of nature)."
"English","She looked stunning: skin clear, hair shining."
"English","I caught sight of myself in the mirror."
"English","I really should have taken my makeup off last night."
"English","One side of my hair was plastered to my head, the other sticking out in a series of peaks and horns."
"English","The man was really quite overbearing with me."
"English","He took the point, talked me through it and we had it done inside fifteen minutes."
"English","I stammered, grabbing at the door frame."
"English","She has power over Dad: he wants her back."
"English","She has power over Julio, and the tax man, and everyone is sensing her power and wanting a bit of it, which makes her even more irresistible."
"English","I am so depressed."
"English","Daniel, though perfectly chatty, friendly, even flirty all week, has given me no hint as to what is going on between us, as though it is perfectly normal to sleep with one of your colleagues and just leave it at that."
"English","Work – once merely an annoying nuisance – has become an agonizing torture."
"English","I have major trauma every time he disappears for lunch or puts his coat on to go at end of day: to where?"
"English","No, I quite agree."
"English","At 4:15 on Friday evening Sharon rang me in the office."
"English","I silently panicked, thinking, Surely Daniel will ask to see me this weekend before he leaves the office?"
"English","At 5:45 saw Daniel with his coat on heading out of the door."
"English","My traumatized expression must have shamed even him because he smiled shiftily, nodded at the computer screen and shot out."
"English","Sure enough, Message Pending was flashing."
"English","Have a good weekend."
"English","Miserably, I picked up the phone and dialed Sharon."
"English","Tell him to bugger off from me."
"English","2 a.m. Argor sworeal brilleve with Shazzan Jude."
"English","Dun stupid care about Daniel stupid prat."
"English","Sunday 5 March"
"English","8 a.m. Ugh."
"English","Am never, ever going to drink again for the rest of life."
"English","Could really fancy some chips."
"English","Badly need water but seems better to keep eyes closed and head stationary on pillow so as not to disturb bits of machinery and pheasants in head."
"English","Bloody good fun but v. confused re: advice re: Daniel."
"English","I waited humbly, therefore, till it was my turn to recount the latest Daniel instalment."
"English","Daniel, argued Jude, was bound to be anxious about work situation, etc., etc., so give him a chance, be friendly and flirty: so as to reassure him that you trust him and are not going to become needy or fly off the handle."
"English","At this Sharon practically spat into the shaved Parmesan and said it was inhuman to leave a woman hanging in air for two weekends after sex and an appalling breach of confidence and I should tell him what I think of him."
"English","Going to have another little sleep."
"English","2 p.m. Just triumphantly returned from heroic expedition to go downstairs for newspaper and glass of water."
"English","Could feel water flowing like crystal stream into section of head where most required."
"English","Though am not sure, come to think of it, if water can actually get in your head."
"English","Possibly it enters through the bloodstream."
"English","Maybe since hangovers are caused by dehydration water is drawn into the brain by a form of capillary action."
"English","2.15 p.m. Story in papers about two-year-olds having to take tests to get into nursery school just made me jump out of skin."
